GeneName	GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LY6E	ENSG00000160932	2549.181366	0.251015588	0.102733413	2.443368532	0.01455087	0.041546035
SND1	ENSG00000197157	18242.36427	0.251511524	0.094691282	2.656121236	0.007904519	0.024879764
MT-ATP6	ENSG00000198899	109438.865	0.251908805	0.080033178	3.147554699	0.001646423	0.006540659
SLC25A39	ENSG00000013306	6940.507979	0.251994653	0.087636898	2.875440119	0.004034647	0.014087271
EOGT	ENSG00000163378	1411.392863	0.252178692	0.104585515	2.411220061	0.015899252	0.044918001
RALB	ENSG00000144118	2125.90903	0.252225718	0.094481234	2.669585343	0.007594497	0.024052594
P4HB	ENSG00000185624	49448.4863	0.252315467	0.104451781	2.415616697	0.015708588	0.044435232
COX6C	ENSG00000164919	2661.451181	0.252353511	0.096883464	2.604711896	0.009195154	0.028135832
OAF	ENSG00000184232	3372.309219	0.253469493	0.101521028	2.496719135	0.012534819	0.036610342
MRPS25	ENSG00000131368	3765.195666	0.253912208	0.086331642	2.941125674	0.003270218	0.011769908
DSCR3	ENSG00000157538	2371.833477	0.254201755	0.097793074	2.599384037	0.009339123	0.028525807
CYTH3	ENSG00000008256	5528.944408	0.254235279	0.086926186	2.924726046	0.003447596	0.012325532
TSPAN3	ENSG00000140391	7253.711615	0.254841781	0.08526299	2.988890965	0.00279992	0.010269899
CREB3L1	ENSG00000157613	7247.967474	0.255264688	0.09624924	2.652121598	0.007998773	0.025112915
AGPAT2	ENSG00000169692	2017.665657	0.255628612	0.095834933	2.667384474	0.007644417	0.024200831
UQCRQ	ENSG00000164405	3728.963183	0.256111206	0.093329498	2.744161403	0.00606657	0.019861084
TOMM7	ENSG00000196683	3661.769948	0.256337557	0.094397403	2.715514941	0.006617279	0.021358058
SNX33	ENSG00000173548	2748.524068	0.256378532	0.090384716	2.836525284	0.004560737	0.01560511
ATP6V1F	ENSG00000128524	2397.881178	0.256623351	0.094168506	2.725150502	0.006427218	0.020836299
BCL9L	ENSG00000186174	14621.73451	0.257242264	0.088196027	2.91671035	0.003537441	0.01260036
SEC23A	ENSG00000100934	9030.850916	0.258589517	0.081913628	3.156855856	0.001594802	0.006363238
SNX4	ENSG00000114520	1475.350957	0.258830872	0.108131311	2.393671822	0.016680666	0.046818536
ABCC10	ENSG00000124574	1535.345258	0.259007932	0.102585456	2.524801688	0.011576359	0.034239912
TMEM59	ENSG00000116209	4099.482959	0.259108937	0.085359514	3.035501548	0.00240136	0.008986163
BTBD7	ENSG00000011114	2200.296943	0.259355864	0.100483146	2.58108822	0.009848941	0.029807671
VCP	ENSG00000165280	18173.46864	0.259357398	0.092606142	2.800650065	0.005099979	0.017181611
GIPC1	ENSG00000123159	5812.648013	0.259649348	0.088785474	2.924457519	0.003450572	0.012333334
SH2B1	ENSG00000178188	2255.597057	0.259795395	0.109280993	2.377315477	0.017439166	0.048610161
EFR3A	ENSG00000132294	3274.633536	0.259966189	0.091389316	2.844601547	0.004446701	0.015273493
MFSD12	ENSG00000161091	5534.185625	0.259968397	0.0913213	2.846744388	0.004416881	0.015203267
MYOF	ENSG00000138119	34555.27487	0.260082852	0.08211703	3.167221862	0.001539029	0.006185167
PPP2R1B	ENSG00000137713	2256.864502	0.260477189	0.095673552	2.72256211	0.006477786	0.020968812
BTBD2	ENSG00000133243	5377.075885	0.260731689	0.096411966	2.70434989	0.006843818	0.021993338
PAPSS1	ENSG00000138801	2517.969691	0.260737726	0.099674761	2.61588515	0.008899649	0.027409719
ATP6V1C1	ENSG00000155097	2245.789621	0.261033983	0.106909774	2.441628788	0.014621172	0.04173143
CMTM6	ENSG00000091317	3056.048056	0.261622781	0.092118837	2.840057362	0.004510542	0.015457186
NDUFB4	ENSG00000065518	2720.761136	0.262123617	0.091256144	2.872394167	0.004073745	0.014207826
AKAP8L	ENSG00000011243	1831.531047	0.262350998	0.102732564	2.553727741	0.010657656	0.03187043
CHMP3	ENSG00000115561	4412.652671	0.262986778	0.083193666	3.161139427	0.001571533	0.006278454
PIGN	ENSG00000197563	2748.969265	0.26325149	0.094097763	2.797638125	0.005147775	0.017305121
MTFR1L	ENSG00000117640	1724.30262	0.263342798	0.110992347	2.372621228	0.017662366	0.049068793
CAP1	ENSG00000131236	15374.27656	0.263346833	0.10762064	2.446991892	0.014405408	0.041160957
DSTYK	ENSG00000133059	1710.334044	0.263863529	0.109071689	2.419175228	0.015555745	0.044034941
MORF4L2	ENSG00000123562	14569.58165	0.264332702	0.084060155	3.144565974	0.001663334	0.006601091
ITM2B	ENSG00000136156	3677.626648	0.264529529	0.088649632	2.983989009	0.00284517	0.010416204
BPTF	ENSG00000171634	5410.486827	0.264787354	0.095256697	2.77972429	0.005440507	0.018074159
TCAIM	ENSG00000179152	1625.468665	0.266041558	0.105967081	2.510605712	0.012052423	0.035421087
NORAD	ENSG00000260032	11017.88057	0.26651802	0.100054897	2.663717912	0.007728234	0.024426374
LZTR1	ENSG00000099949	3368.499924	0.266599688	0.097253683	2.741281159	0.006120011	0.020023389
SEC31A	ENSG00000138674	10509.6985	0.267098411	0.090281293	2.958513339	0.003091269	0.011203686
ERGIC3	ENSG00000125991	4913.262646	0.267172342	0.084308681	3.168977821	0.001529761	0.006149511
UNC45A	ENSG00000140553	3825.011505	0.267323678	0.101207006	2.641355469	0.008257503	0.025776195
SBF1	ENSG00000100241	8144.880309	0.267451073	0.109053299	2.452480339	0.014187513	0.040635485
NMRAL1	ENSG00000153406	1575.676871	0.267666467	0.104738313	2.555573591	0.010601294	0.031732418
AP1G1	ENSG00000166747	5619.468951	0.267929339	0.085026058	3.151143839	0.001626324	0.006469081
APBA2	ENSG00000034053	2647.44541	0.2682838	0.100629668	2.666050724	0.007674811	0.024282215
BAHD1	ENSG00000140320	2210.005024	0.26841347	0.099849901	2.688169622	0.007184489	0.022959931
NARF	ENSG00000141562	1638.659821	0.268507575	0.111784989	2.402000287	0.016305696	0.045925637
STK38L	ENSG00000211455	1361.970934	0.26918337	0.103747538	2.594600081	0.009470104	0.028847797
CLEC16A	ENSG00000038532	2304.053233	0.269300375	0.093429404	2.882394236	0.003946656	0.013817297
CEBPZOS	ENSG00000218739	1651.934873	0.269409895	0.107426752	2.507847343	0.012146913	0.03564486
NIPA1	ENSG00000170113	2084.993244	0.269788752	0.095372255	2.828797017	0.004672332	0.015909885
MAP2K2	ENSG00000126934	8165.347523	0.270535703	0.084089958	3.217217702	0.001294403	0.005321779
HEBP1	ENSG00000013583	1344.193528	0.270906523	0.103605924	2.614778306	0.008928539	0.027487801
PEPD	ENSG00000124299	2203.07083	0.271175675	0.100778649	2.690804818	0.007127988	0.022807508
ATG2A	ENSG00000110046	2114.338393	0.271209356	0.110302195	2.45878477	0.013940817	0.040061803
STAT1	ENSG00000115415	4365.287494	0.271276575	0.099546	2.725137875	0.006427464	0.020836299
DYNLL2	ENSG00000264364	4214.310514	0.2714103	0.091647823	2.961448409	0.003061958	0.011107817
KRT18	ENSG00000111057	9966.257051	0.271826095	0.093143446	2.918359852	0.00351878	0.012539638
TLN1	ENSG00000137076	40303.12903	0.272483299	0.083640654	3.257785381	0.001122853	0.004702306
ANAPC2	ENSG00000176248	2043.718592	0.27256169	0.09983606	2.730092624	0.006331653	0.020607377
CNP	ENSG00000173786	3581.868024	0.272635184	0.111711166	2.440536543	0.014665462	0.041834314
MT-ND2	ENSG00000198763	88529.83996	0.272828715	0.080973468	3.369359395	0.000753431	0.003312327
TMED10	ENSG00000170348	8413.220327	0.273339459	0.113420507	2.409965053	0.015954049	0.045039395
MPG	ENSG00000103152	3066.060555	0.273559296	0.093636799	2.921493457	0.003483576	0.012434142
FAM50A	ENSG00000071859	3699.267919	0.27374382	0.093108088	2.940064878	0.003281435	0.011799349
TNFAIP2	ENSG00000185215	4796.701409	0.274255232	0.100957047	2.716553631	0.006596551	0.021295595
ATG4B	ENSG00000168397	1912.341882	0.274562264	0.100951368	2.71974784	0.006533172	0.021134892
PHKB	ENSG00000102893	4604.400285	0.274637212	0.088806663	3.09252934	0.001984586	0.007679894
ATP6V1A	ENSG00000114573	2569.798159	0.274719609	0.103497648	2.654356053	0.007945993	0.024988089
SUMO2	ENSG00000188612	6717.35729	0.274754866	0.090474999	3.036804312	0.002391006	0.008956044
TEX2	ENSG00000136478	3734.939893	0.274813227	0.094724112	2.901196128	0.003717411	0.013136037
SAR1A	ENSG00000079332	5178.159806	0.274948377	0.08724989	3.151274769	0.001625595	0.006469081
LEMD3	ENSG00000174106	1491.691186	0.275014463	0.104354015	2.63539897	0.008403844	0.02613128
LZTS2	ENSG00000107816	3635.614524	0.275584008	0.094205562	2.925347538	0.003440717	0.012306602
COX7C	ENSG00000127184	6441.825194	0.275760235	0.097080997	2.840517138	0.004504045	0.01543873
ERGIC2	ENSG00000087502	2265.390085	0.276032596	0.095729611	2.883460961	0.003933314	0.013776793
UBFD1	ENSG00000103353	4073.342046	0.276158303	0.089897026	3.071940352	0.002126722	0.008128723
MGAT4B	ENSG00000161013	8691.961483	0.276356193	0.085721256	3.223893407	0.001264605	0.005217207
SERPINB6	ENSG00000124570	3680.032761	0.277370936	0.088336649	3.139930464	0.001689879	0.006685951
KIAA1468	ENSG00000134444	2382.540353	0.27753653	0.106035574	2.617390754	0.008860485	0.027321454
LONP2	ENSG00000102910	4457.900836	0.277712865	0.08561459	3.243756278	0.001179646	0.004908403
AK3	ENSG00000147853	1056.801403	0.278129841	0.11659409	2.38545403	0.017058054	0.047696873
PISD	ENSG00000241878	2473.333258	0.278204131	0.115732989	2.403844701	0.016223664	0.045709202
SERINC1	ENSG00000111897	7692.489803	0.278409658	0.105461116	2.639927098	0.008292386	0.025862327
RPL7AP6	ENSG00000242071	1785.470114	0.279068799	0.108394791	2.574559123	0.010036793	0.030252483
KLHL36	ENSG00000135686	2623.679748	0.27952393	0.090857316	3.076515383	0.002094355	0.008032668
MAPKAP1	ENSG00000119487	6187.710085	0.279792468	0.082124522	3.406929625	0.000656981	0.002938169
RPL34	ENSG00000109475	11667.69589	0.279882148	0.079818914	3.506464002	0.000454103	0.002126948
ADH5	ENSG00000197894	7185.137133	0.279960841	0.09725757	2.878550657	0.003995071	0.013971062
MT-CYB	ENSG00000198727	113688.1032	0.280528106	0.073251892	3.829636325	0.000128333	0.00070508
DNAJB6	ENSG00000105993	4788.542116	0.280836738	0.103805158	2.705421797	0.006821771	0.021945175
SSR4	ENSG00000180879	3602.982564	0.280954744	0.109794235	2.55892073	0.010499768	0.031495251
MPDZ	ENSG00000107186	1744.672271	0.281273096	0.110022079	2.556515003	0.010572651	0.031658877
SMARCD3	ENSG00000082014	1255.039045	0.281738336	0.114733861	2.455581402	0.014065689	0.040361015
MINDY2	ENSG00000128923	1385.834819	0.281816982	0.110770606	2.544149492	0.010954419	0.032601039
HMG20B	ENSG00000064961	5470.349921	0.282146578	0.105577422	2.672413984	0.007530768	0.023894582
SCAND1	ENSG00000171222	1972.333671	0.282498278	0.097386269	2.900801956	0.00372209	0.013149581
BCKDHB	ENSG00000083123	1123.527843	0.283029153	0.114816382	2.46505898	0.01369907	0.039476589
GBF1	ENSG00000107862	6039.038276	0.283041702	0.093207664	3.036678431	0.002392005	0.008957626
COA3	ENSG00000183978	1180.344792	0.283918497	0.115887357	2.449952306	0.014287514	0.04086918
CENPT	ENSG00000102901	1676.293702	0.283950951	0.105225566	2.698497721	0.006965321	0.022342221
COX5B	ENSG00000135940	3593.766521	0.284186236	0.090749664	3.131540374	0.001738919	0.006845121
MAN1B1	ENSG00000177239	3156.490138	0.284326646	0.100029628	2.842424303	0.004477186	0.015363204
FAM219B	ENSG00000178761	2200.202003	0.284327861	0.096779278	2.937900214	0.003304434	0.011865574
MFAP3	ENSG00000037749	1207.652358	0.284623477	0.110285112	2.580796922	0.009857255	0.029821218
MT-ND4	ENSG00000198886	256252.1084	0.28463566	0.085009135	3.348294973	0.000813104	0.003537641
AGPAT3	ENSG00000160216	7307.020667	0.285270849	0.081889895	3.483590352	0.000494736	0.002294448
STYX	ENSG00000198252	1406.87852	0.285323216	0.10289718	2.772896369	0.005555981	0.018410555
ALPK2	ENSG00000198796	2416.40013	0.285324739	0.108529342	2.629010141	0.008563381	0.02652651
CYB5A	ENSG00000166347	3193.017057	0.285331775	0.112480571	2.536720552	0.011189623	0.033211982
TMEM8A	ENSG00000129925	2271.686576	0.285712779	0.10795253	2.646651996	0.008129296	0.025455852
ADAM12	ENSG00000148848	7145.538636	0.287192264	0.085821079	3.346407058	0.000818661	0.003559825
AGPAT1	ENSG00000204310	4532.949978	0.287241315	0.101286259	2.835935668	0.004569165	0.01560989
PICSAR	ENSG00000275874	1669.237512	0.287608735	0.106774482	2.693609267	0.007068297	0.022635155
FECH	ENSG00000066926	1775.805268	0.287649857	0.102173625	2.815304411	0.004873105	0.016517541
VPS39	ENSG00000166887	3539.831993	0.287748372	0.087961412	3.271302323	0.001070534	0.004506275
TSTA3	ENSG00000104522	2379.925945	0.288176391	0.102887247	2.800895145	0.005096107	0.017172291
ARL1	ENSG00000120805	2561.059238	0.288190086	0.102226709	2.819127094	0.004815445	0.016339918
GTF2H5	ENSG00000272047	1661.421608	0.288710844	0.115119316	2.50792704	0.012144174	0.035643552
MT-ND4L	ENSG00000212907	22392.64079	0.288976883	0.103738227	2.785635453	0.005342291	0.017803095
SMARCD2	ENSG00000108604	5110.455278	0.288983223	0.103330569	2.796686649	0.005162958	0.017341216
LINC00958	ENSG00000251381	2447.340509	0.289337532	0.116519208	2.483174546	0.013021726	0.037812154
MOGS	ENSG00000115275	4731.85462	0.289877042	0.098042226	2.956655045	0.003109958	0.011264908
KIF3A	ENSG00000131437	995.8310022	0.290790457	0.119332223	2.436814216	0.01481729	0.042182726
TXNDC17	ENSG00000129235	1395.895426	0.291976004	0.115906991	2.519054289	0.011767051	0.034707106
NDUFA8	ENSG00000119421	2185.66449	0.292179093	0.094411429	3.094742838	0.001969836	0.007626612
CTSB	ENSG00000164733	9986.184275	0.292374399	0.096334158	3.03500238	0.002405338	0.008996716
LMBR1	ENSG00000105983	4023.527741	0.292672808	0.107963417	2.710851665	0.006711064	0.021627421
CST3	ENSG00000101439	5903.805383	0.292807694	0.088611772	3.304388211	0.000951839	0.004062767
UBE3B	ENSG00000151148	2503.771886	0.29309936	0.102637436	2.85567694	0.004294519	0.014844554
PARVB	ENSG00000188677	3437.063801	0.293219052	0.09113036	3.217578105	0.001292778	0.005316503
LDB1	ENSG00000198728	2164.787828	0.293281779	0.110466961	2.65492755	0.007932544	0.024955399
BSDC1	ENSG00000160058	1905.427438	0.293337338	0.110789383	2.647702595	0.008104078	0.025397355
TBC1D17	ENSG00000104946	1086.639037	0.293536367	0.114449711	2.564762858	0.010324634	0.031041815
GNS	ENSG00000135677	6037.523248	0.293693217	0.086771366	3.384678951	0.000712616	0.003155202
MGAT1	ENSG00000131446	5535.245157	0.294269734	0.112347872	2.619272875	0.008811743	0.027198271
OS9	ENSG00000135506	7118.371768	0.294558385	0.10553196	2.791177052	0.005251674	0.017551884
KIF1C	ENSG00000129250	10165.73822	0.295018321	0.081562035	3.617103465	0.000297918	0.001470758
MT-CO2	ENSG00000198712	158356.1449	0.295089723	0.077785616	3.793628436	0.000148462	0.0007967
VPS25	ENSG00000131475	2621.702992	0.295110606	0.091670078	3.219268606	0.00128518	0.005289457
ATP6V1D	ENSG00000100554	2200.187317	0.295144747	0.093958592	3.14122147	0.001682448	0.006659938
SLC37A3	ENSG00000157800	1364.647299	0.295184042	0.107704778	2.74067731	0.006131269	0.02004756
PLEKHG2	ENSG00000090924	1903.780321	0.295355788	0.11290343	2.61600368	0.00889656	0.027405637
CAPG	ENSG00000042493	1227.306643	0.295676535	0.11103708	2.662863021	0.007747895	0.024478559
RHOA	ENSG00000067560	29772.41512	0.295688664	0.10585398	2.793363687	0.005216301	0.017459947
ATP6AP2	ENSG00000182220	4277.827833	0.296221067	0.099248298	2.984646318	0.002839064	0.010396299
EPB41L4B	ENSG00000095203	3032.26767	0.296683312	0.089917999	3.299487496	0.000968615	0.004125309
CPT2	ENSG00000157184	1235.632288	0.297439241	0.117947803	2.521787038	0.011676037	0.03447792
ERMP1	ENSG00000099219	1550.599485	0.297440962	0.111929124	2.657404551	0.007874489	0.024807911
TAP1	ENSG00000168394	2388.306937	0.297452414	0.108619406	2.738483164	0.006172332	0.020164854
NECTIN2	ENSG00000130202	3081.012453	0.297693063	0.088761228	3.353863734	0.000796916	0.003478896
NME4	ENSG00000103202	3114.509993	0.297915346	0.119406563	2.494966255	0.012596911	0.036777868
C8orf59	ENSG00000176731	1392.782074	0.29835747	0.110067602	2.710674749	0.006714646	0.021627421
MT-ND3	ENSG00000198840	14710.62857	0.298610758	0.079315646	3.764840527	0.000166655	0.000881249
CAPNS1	ENSG00000126247	13593.34795	0.298842471	0.078625157	3.800850537	0.0001442	0.000777051
IGBP1	ENSG00000089289	1305.467003	0.299030719	0.105429053	2.836321775	0.004563644	0.015608185
RECQL	ENSG00000004700	3759.602941	0.299957709	0.109720584	2.733832586	0.006260187	0.020404689
CUL9	ENSG00000112659	1334.477113	0.300043851	0.10740301	2.793626097	0.00521207	0.017449545
NUDT22	ENSG00000149761	1427.376889	0.300769959	0.125854436	2.389824061	0.016856446	0.047201085
TMSB10	ENSG00000034510	82733.3973	0.300846725	0.079100551	3.803345526	0.000142755	0.000770599
HAGH	ENSG00000063854	1152.289378	0.300904623	0.109131994	2.757253955	0.005828906	0.019197819
SNX12	ENSG00000147164	2425.327458	0.301681201	0.09331703	3.232863308	0.001225562	0.005077701
ELMO2	ENSG00000062598	1127.637566	0.301758152	0.114433587	2.636971885	0.008364976	0.026034748
TMEM165	ENSG00000134851	4060.958142	0.301892083	0.098489102	3.065233367	0.002175002	0.008282702
HS2ST1	ENSG00000153936	1607.812382	0.302088692	0.106091711	2.847429729	0.004407382	0.015177294
CDC14B	ENSG00000081377	1404.915095	0.302351896	0.108980312	2.774371715	0.005530844	0.018335079
PIP4K2C	ENSG00000166908	1247.428934	0.302566836	0.109808334	2.755408668	0.005861887	0.019300759
CASP7	ENSG00000165806	1471.016855	0.303724276	0.104509043	2.906200918	0.003658465	0.012966066
MAPK12	ENSG00000188130	2425.160523	0.303827574	0.096606034	3.145016529	0.001660774	0.006592617
PPP1R7	ENSG00000115685	2116.054497	0.303833546	0.114521173	2.653077483	0.007976156	0.025067227
BPNT1	ENSG00000162813	1202.706437	0.30391972	0.126855356	2.395797307	0.016584258	0.046615294
FBXL19	ENSG00000099364	2311.951871	0.304318206	0.099993601	3.043376794	0.002339392	0.008790255
UQCRB	ENSG00000156467	5281.250958	0.304748189	0.089788854	3.39405367	0.000688662	0.003067497
RARS2	ENSG00000146282	1550.808527	0.305306121	0.109023077	2.800380708	0.005104237	0.017192229
COX7A2	ENSG00000112695	3615.387421	0.305349952	0.089008586	3.430567405	0.00060232	0.002720331
CHP1	ENSG00000187446	5643.740107	0.30537612	0.101272021	3.015404612	0.002566366	0.009521103
UBR3	ENSG00000144357	3413.47242	0.305471732	0.093304007	3.273940123	0.001060591	0.004470475
MT-RNR2	ENSG00000210082	261948.9748	0.305783759	0.098429353	3.1066318	0.001892319	0.007359493
XPNPEP1	ENSG00000108039	2954.651592	0.306005286	0.116856269	2.618646721	0.008827932	0.02724283
EID1	ENSG00000255302	8395.85003	0.306549425	0.087733586	3.494094312	0.000475673	0.002218157
FKBP8	ENSG00000105701	8077.706231	0.306852368	0.081315995	3.773579451	0.000160922	0.000855297
TAF13	ENSG00000197780	1424.15294	0.306876369	0.1202582	2.551812429	0.010716419	0.032015355
GTF2I	ENSG00000263001	4504.629599	0.307138789	0.104528422	2.938327993	0.003299877	0.011851951
TMEM50A	ENSG00000183726	4312.794844	0.307528226	0.097847324	3.142939568	0.001672604	0.006629414
POP4	ENSG00000105171	1136.270466	0.307562228	0.108573901	2.832745483	0.004615012	0.015742295
CUEDC2	ENSG00000107874	2899.335764	0.307744203	0.09080401	3.38910366	0.000701215	0.00311662
NCS1	ENSG00000107130	5807.389573	0.308114239	0.114971776	2.679911963	0.007364153	0.02345211
MTND2P28	ENSG00000225630	6727.298116	0.30833097	0.09267383	3.327055425	0.000877689	0.00378368
S100A11	ENSG00000163191	5843.290278	0.308415843	0.088290231	3.493204635	0.000477261	0.00222402
HSPB1	ENSG00000106211	20368.76283	0.30905345	0.119882785	2.577963551	0.009938448	0.030002607
UXS1	ENSG00000115652	1556.634404	0.309169244	0.119918373	2.578164109	0.009932681	0.029991024
INPPL1	ENSG00000165458	7420.946608	0.309426944	0.081674183	3.788552671	0.000151527	0.000810075
GDI1	ENSG00000203879	5191.789672	0.309938175	0.083279205	3.721675481	0.000197905	0.001023509
C12orf49	ENSG00000111412	2610.759019	0.310152071	0.096171609	3.224985774	0.001259789	0.005204249
SCAMP1	ENSG00000085365	2327.071685	0.310553038	0.093678542	3.315092579	0.000916128	0.003937373
SLC12A7	ENSG00000113504	2539.518983	0.310770912	0.095709172	3.247033761	0.001166146	0.004862642
TNS2	ENSG00000111077	5950.034131	0.311475107	0.114092646	2.730019143	0.006333065	0.020607655
MXI1	ENSG00000119950	1589.629023	0.311706193	0.114659098	2.718547399	0.006556926	0.021194091
ADGRL3	ENSG00000150471	3323.129179	0.311949074	0.10833754	2.879418098	0.003984098	0.01393896
